4 - Percentage of wages paid during maternity leave

Indicator Name,Region,Country Code,Country,Measure Name,Measure Value,Actual Data,Data Unit,Footnote
Percentage of wages paid during maternity leave,Latin America and the Caribbean,212,Dominica,Maternity leave cash benefits,Less than 66.6%,60,%,Amount: 60 per cent of average weekly earnings in the last 30 weeks and is paid 6 weeks before and 6 weeks after the expected date of childbirth in certain cases  the benefit may be paid from 3 weeks before and up to 9 weeks after the date of childbirth.  Source: The Social Security administered and provides  among others  the maternity benefits which are financed by the contributions made as follows; 4% of covered earnings of the insured person and the 6.75% of covered payroll of the employer. 10% of declared net earnings in case of self-employed persons.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,214,Dominican Republic,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of the worker’s salary (the sum is equivalent to the salary for three months).  Source: 50 per cent by the employer and the remaining 50 per cent by the Dominican Social Security Institute. If the worker is not covered by social insurance legislation  the employer shall pay 100 per cent of the benefit.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,218,Ecuador,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of income.  Source: The Social Security Institute covers 75 per cent of the maternity benefit  with the employer covering the remaining 25 per cent.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,222,El Salvador,Maternity leave cash benefits,At least 66.6%,75,%,Amount: The amount of maternity benefits is 75%of the basic wage for the normal duration of maternity leave (12 weeks).  Source: The Labour Code provides that the employer shall cover the costs of maternity leave benefits in an amount equivalent to the 75% of the basic salary. The Social Security shall gradually cover the risks that workers are exposed for maternity related reasons.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,238,Falkland Islands (Malvinas),-,-,-,-,-
Percentage of wages paid during maternity leave,Latin America and the Caribbean,308,Grenada,Maternity leave cash benefits,Other,Varies by type of employment,-,Amount: The maternity allowance is paid as follows: In the case of monthly paid employees  two month´s salary less any amount to which such employees are entitled. In the case of weekly or fortnightly paid employees  wages for four fortnights less any amount to which such employees are entitled. In the case of daily paid workers  one-fifth of wages earned in the twelve months immediately prior to the commencement of the leave being taken less any amount to which such employees are entitled. The maternity grant is paid in a lump sum of $522.00 after confinement.  Source: Maternity benefits are financed by 60% for 3 months by Social Security (National Insurance Scheme) and 40% for 2 months by the employer.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,320,Guatemala,Maternity leave cash benefits,At least 66.6%,100,%,Amount: One hundred per cent of income for the period of leave when the worker is not entitled to Social Security benefits  and it is the employer who pays. When the worker is entitled to social security benefits she will receive an amount in proportion to her contributions.  Source: The Guatemalan Social Security Institute covers two thirds of the basic salary and the employer covers the remaining third. Where a woman is not entitled to Social Security benefits  the employer shall cover the full cost. Social Security is funded on triple contributions made by employees  employers and the State.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,328,Guyana,Maternity leave cash benefits,At least 66.6%,70,%,Amount: The weekly rate of Maternity Allowance is 70% of the average weekly insurable earnings. The amout of the Maternity Grant is $2 000.00.  Source: Social insurance. The National Insurance Scheme (NIS) extends protection and social insurance coverage to all persons between the ages of 16 and 60 years who are engaged in insurable employment.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,332,Haiti,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100%. The amount of maternity leave benefits correspond to the amount that the worker would earn if she continued working.  Source: Maternity leave benefits shall be paid by the Office of Workers’ Compensation Insurance  Maternity and Sickness (OFATMA) as long as the worker is an insured person.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,340,Honduras,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Pregnant workers shall enjoy the 100% of the reference montly salary for a period of time of forty-two days before and forty-two days after confinement. The prenatal benefit period is reduced if confinement takes place before the date given on the medical certificate  and if confinement takes place later than expected the benefit period will be extended accordingly. If the worker is unable to return to work after the benefit period has expired  she shall be entitled to sickness benefit instead.  Source: The Honduran Social Security Institute shall cover two thirds of the benefit and the employer shall cover the remaining third. Where the Honduran Social Security Institute is not required to grant a maternity allowance  the entire sum shall be paid by the employer.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,388,Jamaica,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The weekly maternity pay is payable at a rate equal to the normal wages earned in respect of the last normal working week. (100%). Domestic workers are paid the national minimum weekly wage (at present J$4 500) for 8 weeks.  Source: The employer. For domestic workers  social security pays the benefits  if the person is contributing to the scheme.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,484,Mexico,Maternity leave cash benefits,At least 66.6%,100,%,Amount: One hundred per cent of salary for the normal duration of maternity leave (12 weeks) and during leave extended  due to birth occurring later than expected. In the case of extended maternity leave  the woman shall be entitled to 50 per cent of salary for a period not exceeding sixty days paid by the employer. One hundred per cent of salary. In the case of extended maternity leave  the woman shall be entitled to 50 per cent of salary for a period not exceeding sixty days.  Source: Social security  which is financed by different sources; contributions from the employers  the insured workers and the State.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,533,Aruba,-,-,-,-,-
Percentage of wages paid during maternity leave,Latin America and the Caribbean,558,Nicaragua,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Hundred per cent of the insured’s average earnings in the last 4 weeks before birth.  Source: 60 per cent social security and 40 per cent employer. In cases where the woman does not fulfill the prerequisites to receive social security benefits  the employer shall pay 100% of the maternity benefit.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,591,Panama,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The benefit is equal to 100% of the insured average weekly earnings in the last 9 months  for the duration of normal maternity leave (14 weeks) and during maternity leave extended for medical reasons. To be granted maternity benefits  women worker may not perform any paid activity during the maternity leave.  Source: Social Security Fund. The diference between what Social Security Fund pays and the worker’s is entited to receive during this period  is paid by the employer. In cases where there is no liability on the part of the Social Security Fund to pay a maternity allowance  the obligation shall be incumbent entirely on the employer.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,600,Paraguay,Maternity leave cash benefits,Less than 66.6%,50,%,Amount: The monthly benefit is 50% of the insured’s average earnings in the last 4 months immediately before the maternity leave and is paid for three weeks before and six weeks after confinement.  Source: Social Security which is financed by different sources; contributions from the insured  employers  State  fines and other incomes.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,604,Peru,Maternity leave cash benefits,At least 66.6%,100,%,Amount: One hundred per cent of the average daily wage for the twelve months preceding the start of benefit. The duration is 90 days (45 before and 45 after confinement  or distributed as the woman chooses).  Source: Social Security  which is financed by different sources  contributions from the insured  interests  fines  adjustments  investments and other income under the law.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,630,Puerto Rico,Maternity leave cash benefits,At least 66.6%,100,%,0
Percentage of wages paid during maternity leave,Latin America and the Caribbean,659,Saint Kitts and Nevis,Maternity leave cash benefits,Less than 66.6%,65,%,Amount: 65 per cent.   Source: Social security.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,660,Anguilla,-,-,-,-,-
Percentage of wages paid during maternity leave,Latin America and the Caribbean,662,Saint Lucia,Maternity leave cash benefits,Less than 66.6%,65,%,Amount: 65 per cent.   Source: Social security.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,Maternity leave cash benefits,Less than 66.6%,65,%,Amount: 65 per cent.   Source: Social security.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,740,Suriname,-,-,-,-,-
Percentage of wages paid during maternity leave,Latin America and the Caribbean,780,Trinidad and Tobago,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Rates of benefit payable to an insured person  among others  maternity benefits  shall be related to the rates of contribution paid in respect of such person. The earnings class into which an insured person falls for the purpose of receiving maternity benefit shall be determined by the average of the 10 highest contributions paid during the thirteen contribution weeks immediately preceding the sixth week before the expected week of delivery.  Source: Social Security System  which is financed with contributions paid partly by the employed person and partly by the employer.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,858,Uruguay,Maternity leave cash benefits,At least 66.6%,100,%,Amount: One hundred per cent of salary for a duration of twelve weeks plus any extension as a result of confinement taking place after the due date and up to six months in the case of leave extended because of illness. During extraordinary leave  a woman worker shall receive seventy per cent of her salary (equivalent to the amount received for illness).  Source: Maternity benefits are paid by the Social Security Agency (Social Provision Bank)  and are calculated on the average wage in the last 6 months.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),Maternity leave cash benefits,At least 66.6%,100,%,Amount: The amount cannot be lower than the wage that the worker was receiving before confinement.  Source: Social Security. The system will be financed through: Contributions paid by affiliates; Remaining net capital for health and social security  which is accumulated for distribution and contribution of these services; The amounts collected by way of moratorium rates originated because of the late payment of contributions; The amounts collected for fines  penalties or other similar nature;  Interest  rents  royalties and any other product from its assets and investments.
Percentage of wages paid during maternity leave,Caucasus and Central Asia,31,Azerbaijan,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100%.  Source: Social security.
Percentage of wages paid during maternity leave,Caucasus and Central Asia,51,Armenia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Maternity leave is enjoyable as 100% of the normal wage.
Percentage of wages paid during maternity leave,Caucasus and Central Asia,268,Georgia,Maternity leave cash benefits,At least 66.6%,100,%,0
Percentage of wages paid during maternity leave,Caucasus and Central Asia,398,Kazakhstan,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent.  Source: The employer shall pay employees temporary disability allowances  maternity allowances and allowances for women (men) adopting newborns out of its won funds.
Percentage of wages paid during maternity leave,Caucasus and Central Asia,417,Kyrgyzstan,Maternity leave cash benefits,Other,7 x min. wage,-,Amount: 7 times the minimum wage is paid for a total of 126 calendar days before and after the expected date of childbirth (may be extended to 140 days if there are complications during childbirth).  Source: State. (The employer pays the benefits from his own funds  and is later reimbursed by the State.)
Percentage of wages paid during maternity leave,Caucasus and Central Asia,762,Tajikistan,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100%.  Source: Social security.
Percentage of wages paid during maternity leave,Caucasus and Central Asia,795,Turkmenistan,Maternity leave cash benefits,At least 66.6%,100,%,0
Percentage of wages paid during maternity leave,Caucasus and Central Asia,860,Uzbekistan,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of the wage.  Source: State social insurance scheme. Contributions to the social insurance scheme shall be paid by employers as well as by insured workers themselves.
Percentage of wages paid during maternity leave,Western Asia,48,Bahrain,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The amount of maternity benefits is 100% of the normal salary.  Source: Social Security System (Social Insurance Organization) which is financed by different sources; monthly contributions paid by the employer  additional amounts and interests due for delay  the amounts paid by the Government Pension and Retirement Fund in respect of contributions by the insured and interest thereon  the loans which are annually paid to the Fund by the Treasury of the State  fees paid by the employer or the insured  subsidies  donations and bequests which the Board of Directors decides to accept and profits derived from the investment of the Fund and other income resulting from its activities.
Percentage of wages paid during maternity leave,Western Asia,275,State of Palestine,Maternity leave cash benefits,At least 66.6%,100,%,0
Percentage of wages paid during maternity leave,Western Asia,368,Iraq,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100% of the normal salary.  Source: The employer.
Percentage of wages paid during maternity leave,Western Asia,400,Jordan,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100%. The insured female shall be entitled to an allowance during her maternity leave equivalent to her last wage subject to deduction at the beginning of her maternity leave.  Source: Social Security System which is financed by different sources:  A. Monthly contributions apportioned by the employer at a rate of 0.25% of insureds' wages. B. Interests  fines and additional sums shall be entailed in case of noncompliance with the provisions of this insurance. C. The proceeds of investment of the above mentioned resources.
Percentage of wages paid during maternity leave,Western Asia,414,Kuwait,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The amount of maternity leave benefits correspond to the 100%.  Source: The employer shall give the normal salary during maternity leave.
Percentage of wages paid during maternity leave,Western Asia,422,Lebanon,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Under the Labour Code the amount is 100% of normal wage. The amount of maternity benefits provided within the Social Security Act shall be two thirds of the average daily earnings.  Source: The employer. (Cash benefits are also provided by the Social Security Act. The Social Security Act provides that cash benefits will be paid by the National Social Security Fund. It is unclear how these benefit entitlements interact.)
Percentage of wages paid during maternity leave,Western Asia,512,Oman,Maternity leave cash benefits,At least 66.6%,100,%,0
Percentage of wages paid during maternity leave,Western Asia,634,Qatar,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent.   Source: Employer.
Percentage of wages paid during maternity leave,Western Asia,682,Saudi Arabia,Maternity leave cash benefits,Other,50% or 100%,-,Amount: 50 per cent or 100 per cent (depending on the duration of employment).  Source: Employer.
Percentage of wages paid during maternity leave,Western Asia,760,Syrian Arab Republic,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100% of wages.  Source: Employer's liability.
Percentage of wages paid during maternity leave,Western Asia,784,United Arab Emirates,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of the worker’s wages if she has completed one continuous year of service  or 50 per cent of the worker’s wages if she has not.  Source: Employer.
Percentage of wages paid during maternity leave,Western Asia,792,Turkey,Maternity leave cash benefits,At least 66.6%,66.6,%,Amount: 66.6 per cent.  Source: Social Security.
Percentage of wages paid during maternity leave,Western Asia,887,Yemen,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent.  Source: Employer.
Percentage of wages paid during maternity leave,South-eastern Asia,96,Brunei Darussalam,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Every female employee is entitled to receive her gross rate of pay during maternity leave.  Source: The employer shall pay benefits to the employee during maternity leave.
Percentage of wages paid during maternity leave,South-eastern Asia,104,Myanmar,Maternity leave cash benefits,Less than 66.6%,66,%,Amount: The maternity benefit entitlement under the Social Security Act is reportedly 66% of the insured’s average covered earnings in the 26 weeks before maternity leave.  Source: The maternity leave benefits paid by the Social Security Board are funded by employer and employee contributions. As at 2010  the employer contribution level was set at 1.5% of monthly payroll and the employee contribution level set at 1.5% of monthly earnings  both according to 15 wage classes.
Percentage of wages paid during maternity leave,South-eastern Asia,116,Cambodia,Maternity leave cash benefits,Less than 66.6%,50,%,Amount: Women are entitled to half their wage (as defined)  including their perquisites (privileges connected with their position)  and reserve their rights to other benefits in kind  if any.  Source: The cash benefits are to be paid by the employer.
Percentage of wages paid during maternity leave,South-eastern Asia,360,Indonesia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The worker/labourer is entitled to her wages in full.  Source: The benefit is to be paid by the employer. 
Percentage of wages paid during maternity leave,South-eastern Asia,418,Lao People's Democratic Republic,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Under the Labour Law  a woman is entitled to her normal salary or wages for at least 90 days of maternity leave and  where her period of absence is extended due to a certified illness resulting from giving birth  she is entitled to payment of 50% of her salary or wages for at least 30 additional days. Under the Social Security Decree  a woman is entitled to childbirth benefits equal to 70% of the insured earnings for a maximum period of 3 months. If  after 3 months  the woman cannot return to work due to a medical reason  that person shall be entitled to payment of 50% of her salary or wages for at least 30 additional days by her employer and  thereafter  to an amount equivalent to 60% of the insured earnings.  Source: If a worker is insured by social security (the Short Term Benefit Fund) and contributions have been fully paid  the cash benefits are paid by social security. If not  they are paid by the employer. Revenue sources of the Social Security Fund derive from:  (i) contributions from employers and employees;  (ii) contributions from those who are voluntarily insured;  (iii) interest or penalties from delayed payment of contributions or in case of violations of regulations or laws;  (iv) revenue from investments.
Percentage of wages paid during maternity leave,South-eastern Asia,458,Malaysia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Maternity allowance is based on her monthly wages if she is employed on a monthly rate of pay. Otherwise  a female employee who is eligible for maternity allowance shall be entitled to receive her ordinary rate of pay for each day of the eligible period of maternity allowance or at the rate prescribed by the Minister  whichever is the greater. The minimum rate of maternity allowance for each day of the eligible period to which a female employee is entitled is 6 ringgit.  Source: The employer.
Percentage of wages paid during maternity leave,South-eastern Asia,608,Philippines,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The cash benefit entitlement under the Labor Code and the Batas Kasambahay Act is expressed as an entitlement to ’full pay based on her regular or average weekly wages’ for the duration of the period of maternity leave (i.e. at least 2 weeks before the expected date of confinement and 4 weeks after birth). The entitlement under the Administrative Code is expressed as an entitlement to ’full pay’ for 60 days  whether or not the employee decides to take the full 60 days off work. The entitlement under the Social Security Act is expressed as an entitlement to 100% of the member’s average daily salary credit for 60 days  or 78 in case of caesarean delivery. A member’s average daily salary credit is defined as the result obtained by dividing by 180 the sum of the 6 highest scheduled monthly salary credits (being the compensation base for contributions and benefits) in the last 12 months.  Source: Where an employee is entitled to maternity benefits under the Social Security Act  the benefits shall be financed by the Social Security Scheme which consists of employee  employer and government contributions. Where an employee is not entitled to maternity benefits under the Social Security Act  but is entitled to maternity leave cash benefits under the Labor Code  Batas Kasambahay Act or Administrative Code  the cash benefits are to be financed by the employer.
Percentage of wages paid during maternity leave,South-eastern Asia,626,Timor-Leste,-,-,-,-,-
Percentage of wages paid during maternity leave,South-eastern Asia,702,Singapore,Maternity leave cash benefits,At least 66.6%,100,%,Amount: One hundred per cent of the ordinary gross rate of pay for sixteen weeks. If the female worker fails to give notice or inform her employer as required she is entitled to only half of the pay  unless she has been prevented from doing so by any sufficient cause.  Source: The employer pays the maternity benefits for the first eight weeks and the government pays for the second eight weeks for the first two confinements. In respect of the third or subsequent confinement the amount paid to the employee for the whole period of her absence is paid completely by the government. The amount of the reimbursement for the first two confinements shall not exceed 10 000 dollars for every 4 weeks. For the third and subsequent confinements it shall not exceed 40 000 dollars in total.
Percentage of wages paid during maternity leave,South-eastern Asia,704,Viet Nam,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Workers on maternity leave are entitled to a cash benefit equivalent to 100% of the wages on which the social insurance premiums are based prior to the last 6 months of taking leave of absence  plus an additional allowance of one month’s wages. The daily benefit for workers taking leave for convalescence and health rehabilitation for between five and ten days a year shall be equivalent to 25% of the common minimum salary (45% if they are in a rest home).  Source: The maternity leave cash benefit is to be paid from social insurance funds. The social insurance funds shall be established from the following sources: (a) The employer shall contribute a sum equivalent to fifteen (15) percent of the total balance of the wages fund; (b) Each employee shall contribute five per cent of his wage; (c) The State shall contribute and assist with additional funds to ensure the implementation of social insurance regimes for employees; (d) Profits generated from the funds; (dd) Other sources.
Percentage of wages paid during maternity leave,South-eastern Asia,764,Thailand,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Under the Labour Protection Act  an employer is required to pay an employee the basic pay for a normal working day or  where the employee is paid on the basis of output  the basic pay in respect of a holiday. Under the Social Security Act  an insured workers is entitled to payment of a work-leave allowance calculated by dividing one of the following amounts by 90:  (i) the first 3 months of wages employed which the employer uses as a basis in calculating contributions to be paid to the Office within the past 9 months; (ii) if the insured person has an evidence proving that wages from a different three months of the past 9 moths shall produce the better output than the first one  the wages from those 3 months; (iii) if an insured person has paid contributions for less than 9 months  the last 3 months of wages employed which the employer used as a basis in calculating contributions to be paid to the Office.  Source: Under the Labour Protection Act  the benefit is financed by the employer. Under the Social Security Act  the work-leave allowance is paid from the Social Security Fund which consists of: (i) contributions from the government  employers and insured persons; (ii) interest earned by the Fund; (iii) fees and additional payments required of employers and insured persons in certain circumstances; (iv) donations and subsidies; (v) money which becomes Fund property in accordance with §§47  47bis  50  53 and 56 of the Social Security Act.
Percentage of wages paid during maternity leave,Eastern Asia,156,China,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Female workers are to be paid an amount equal to their usual wages for the duration of the maternity leave.  Source: The amounts payable with respect to maternity leave are to be paid from an employer-funded insurance scheme.
Percentage of wages paid during maternity leave,Eastern Asia,344,China  Hong Kong Special Administrative Region,Maternity leave cash benefits,At least 66.6%,80,%,0
Percentage of wages paid during maternity leave,Eastern Asia,410,Republic of Korea,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of ordinary wage.  Source: Employment Insurance Fund.  For enterprises which fail to meet the criteria set forth by the Enforcement Decree of the Employment Insurance Act (see above scope)  the employer pays the first 60 days.
Percentage of wages paid during maternity leave,Eastern Asia,446,China  Macao Special Administrative Region,-,-,-,-,-
Percentage of wages paid during maternity leave,Eastern Asia,496,Mongolia,Maternity leave cash benefits,At least 66.6%,70,%,Amount: 70 per cent of the average salary over the preceding 12 months  or comparable income.  Source: Social Insurance fund. Social insurance fund sources of income are: premium paid by insurees  employers  bank interest on deposit of the uncommitted balance  penalties imposed for delay in paying social insurance premiums  contributions from the state central budget  other sources.
