9 - Existence of laws on domestic violence

Indicator Name,Region,Country Code,Country,Measure Name,Measure Value,Footnote
Existence of laws on domestic violence,Sub-Saharan Africa,686,Senegal,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,690,Seychelles,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,690,Seychelles,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,690,Seychelles,Violence against Women Laws - Marital rape,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,694,Sierra Leone,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,694,Sierra Leone,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,694,Sierra Leone,Violence against Women Laws - Marital rape,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,706,Somalia,Violence against Women Laws - Domestic violence,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,706,Somalia,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,706,Somalia,Violence against Women Laws - Marital rape,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,710,South Africa,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,710,South Africa,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,710,South Africa,Violence against Women Laws - Marital rape,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,716,Zimbabwe,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,716,Zimbabwe,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,716,Zimbabwe,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,729,Sudan,Violence against Women Laws - Domestic violence,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,729,Sudan,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,729,Sudan,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,748,Swaziland,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,748,Swaziland,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,748,Swaziland,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,768,Togo,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,768,Togo,Violence against Women Laws - Sexual harassment,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,768,Togo,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,800,Uganda,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,800,Uganda,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,800,Uganda,Violence against Women Laws - Marital rape,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,834,United Republic of Tanzania,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,834,United Republic of Tanzania,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,834,United Republic of Tanzania,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Sub-Saharan Africa,854,Burkina Faso,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,854,Burkina Faso,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,854,Burkina Faso,Violence against Women Laws - Marital rape,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,894,Zambia,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,894,Zambia,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,894,Zambia,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,28,Antigua and Barbuda,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,28,Antigua and Barbuda,Violence against Women Laws - Sexual harassment,No,Pegus 2007.
Existence of laws on domestic violence,Latin America and the Caribbean,28,Antigua and Barbuda,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,32,Argentina,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,32,Argentina,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,32,Argentina,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,44,Bahamas,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,44,Bahamas,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,44,Bahamas,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Latin America and the Caribbean,52,Barbados,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,52,Barbados,Violence against Women Laws - Sexual harassment,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Latin America and the Caribbean,52,Barbados,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Latin America and the Caribbean,68,Bolivia (Plurinational State of),Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,68,Bolivia (Plurinational State of),Violence against Women Laws - Sexual harassment,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Latin America and the Caribbean,68,Bolivia (Plurinational State of),Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Latin America and the Caribbean,76,Brazil,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,76,Brazil,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,76,Brazil,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,84,Belize,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,84,Belize,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,84,Belize,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Latin America and the Caribbean,152,Chile,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,152,Chile,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,152,Chile,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,170,Colombia,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,170,Colombia,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,170,Colombia,Violence against Women Laws - Marital rape,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Latin America and the Caribbean,188,Costa Rica,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,188,Costa Rica,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,188,Costa Rica,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,192,Cuba,Violence against Women Laws - Domestic violence,Yes,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,192,Cuba,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,192,Cuba,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,212,Dominica,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,212,Dominica,Violence against Women Laws - Sexual harassment,No,Data are from US Department of State 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,212,Dominica,Violence against Women Laws - Marital rape,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Latin America and the Caribbean,214,Dominican Republic,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,214,Dominican Republic,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,214,Dominican Republic,Violence against Women Laws - Marital rape,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,218,Ecuador,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,218,Ecuador,Violence against Women Laws - Sexual harassment,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Latin America and the Caribbean,218,Ecuador,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Latin America and the Caribbean,222,El Salvador,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,222,El Salvador,Violence against Women Laws - Sexual harassment,Yes,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,222,El Salvador,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,308,Grenada,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,308,Grenada,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Latin America and the Caribbean,308,Grenada,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Latin America and the Caribbean,320,Guatemala,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,320,Guatemala,Violence against Women Laws - Sexual harassment,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Latin America and the Caribbean,320,Guatemala,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Latin America and the Caribbean,328,Guyana,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,328,Guyana,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,328,Guyana,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,332,Haiti,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,332,Haiti,Violence against Women Laws - Sexual harassment,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,332,Haiti,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,340,Honduras,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,340,Honduras,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,340,Honduras,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,388,Jamaica,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,388,Jamaica,Violence against Women Laws - Sexual harassment,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Latin America and the Caribbean,388,Jamaica,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,484,Mexico,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,484,Mexico,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,484,Mexico,Violence against Women Laws - Marital rape,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,558,Nicaragua,Violence against Women Laws - Domestic violence,Yes,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,558,Nicaragua,Violence against Women Laws - Sexual harassment,Yes,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,558,Nicaragua,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,591,Panama,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,591,Panama,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,591,Panama,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,600,Paraguay,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,600,Paraguay,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,600,Paraguay,Violence against Women Laws - Marital rape,Not Available / contradictory data source,-
Existence of laws on domestic violence,Latin America and the Caribbean,604,Peru,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,604,Peru,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,604,Peru,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,659,Saint Kitts and Nevis,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,659,Saint Kitts and Nevis,Violence against Women Laws - Sexual harassment,No,ECLAC 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,659,Saint Kitts and Nevis,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,662,Saint Lucia,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,662,Saint Lucia,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,662,Saint Lucia,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,Violence against Women Laws - Sexual harassment,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,740,Suriname,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,740,Suriname,Violence against Women Laws - Sexual harassment,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Latin America and the Caribbean,740,Suriname,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,780,Trinidad and Tobago,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,780,Trinidad and Tobago,Violence against Women Laws - Sexual harassment,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,780,Trinidad and Tobago,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Latin America and the Caribbean,858,Uruguay,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,858,Uruguay,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,858,Uruguay,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Caucasus and Central Asia,31,Azerbaijan,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Caucasus and Central Asia,31,Azerbaijan,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Caucasus and Central Asia,31,Azerbaijan,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,51,Armenia,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Caucasus and Central Asia,51,Armenia,Violence against Women Laws - Sexual harassment,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,51,Armenia,Violence against Women Laws - Marital rape,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Caucasus and Central Asia,268,Georgia,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Caucasus and Central Asia,268,Georgia,Violence against Women Laws - Sexual harassment,No,Council of Europe 2009a.
Existence of laws on domestic violence,Caucasus and Central Asia,268,Georgia,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Caucasus and Central Asia,398,Kazakhstan,Violence against Women Laws - Domestic violence,Yes,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Caucasus and Central Asia,398,Kazakhstan,Violence against Women Laws - Sexual harassment,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Caucasus and Central Asia,398,Kazakhstan,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,417,Kyrgyzstan,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Caucasus and Central Asia,417,Kyrgyzstan,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,417,Kyrgyzstan,Violence against Women Laws - Marital rape,No,UN Human Rights Council 2010d.
Existence of laws on domestic violence,Caucasus and Central Asia,762,Tajikistan,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Caucasus and Central Asia,762,Tajikistan,Violence against Women Laws - Sexual harassment,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,762,Tajikistan,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,795,Turkmenistan,Violence against Women Laws - Domestic violence,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,795,Turkmenistan,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,795,Turkmenistan,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Caucasus and Central Asia,860,Uzbekistan,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Caucasus and Central Asia,860,Uzbekistan,Violence against Women Laws - Sexual harassment,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Caucasus and Central Asia,860,Uzbekistan,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
