"REGION","Région","LOCATION","Pays","INC","Revenu","VAR","Variable","TIME","Année","Value","Flag Codes","Flags"
"AME","Amériques","CHL","Chili","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.26,,
"ALL","Toutes les régions","CHL","Chili","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.26,,
"AME","Amériques","COL","Colombie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.53,,
"ALL","Toutes les régions","COL","Colombie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.53,,
"AME","Amériques","CRI","Costa Rica","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"ALL","Toutes les régions","CRI","Costa Rica","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"AFR","Afrique","CIV","Côte d'Ivoire","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"ALL","Toutes les régions","CIV","Côte d'Ivoire","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"EUR","Europe","HRV","Croatie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.29,,
"ALL","Toutes les régions","HRV","Croatie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.29,,
"AME","Amériques","CUB","Cuba","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"ALL","Toutes les régions","CUB","Cuba","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"ASI","Asie","CYP","Chypre","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.21,,
"ALL","Toutes les régions","CYP","Chypre","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.21,,
"AFR","Afrique","COD","République démocratique du Congo","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"ALL","Toutes les régions","COD","République démocratique du Congo","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"AME","Amériques","DOM","République dominicaine","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.37,,
"ALL","Toutes les régions","DOM","République dominicaine","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.37,,
"AME","Amériques","ECU","Équateur","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"ALL","Toutes les régions","ECU","Équateur","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"AFR","Afrique","EGY","Égypte","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.07,,
"ALL","Toutes les régions","EGY","Égypte","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.07,,
"AME","Amériques","SLV","El Salvador","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"ALL","Toutes les régions","SLV","El Salvador","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"EUR","Europe","EST","Estonie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"ALL","Toutes les régions","EST","Estonie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"AFR","Afrique","ETH","Éthiopie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.26,,
"ALL","Toutes les régions","ETH","Éthiopie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.26,,
"ASI","Asie","FJI","Fidji","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.39,,
"ALL","Toutes les régions","FJI","Fidji","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.39,,
"AFR","Afrique","GAB","Gabon","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"ALL","Toutes les régions","GAB","Gabon","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"AFR","Afrique","GMB","Gambie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"ALL","Toutes les régions","GMB","Gambie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"ASI","Asie","GEO","Géorgie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"ALL","Toutes les régions","GEO","Géorgie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"AFR","Afrique","GHA","Ghana","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.42,,
"ALL","Toutes les régions","GHA","Ghana","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.42,,
"AME","Amériques","GTM","Guatemala","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.45,,
"ALL","Toutes les régions","GTM","Guatemala","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.45,,
"AFR","Afrique","GIN","Guinée","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"ALL","Toutes les régions","GIN","Guinée","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"AME","Amériques","HTI","Haïti","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.18,,
"ALL","Toutes les régions","HTI","Haïti","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.18,,
"AME","Amériques","HND","Honduras","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.47,,
"ALL","Toutes les régions","HND","Honduras","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.47,,
"ASI","Asie","HKG","Hong Kong, Chine","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"ALL","Toutes les régions","HKG","Hong Kong, Chine","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"ASI","Asie","IND","Inde","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.13,,
"ALL","Toutes les régions","IND","Inde","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.13,,
"ASI","Asie","IDN","Indonésie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.28,,
"ALL","Toutes les régions","IDN","Indonésie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.28,,
"ASI","Asie","IRN","Iran","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.17,,
"ALL","Toutes les régions","IRN","Iran","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.17,,
"ASI","Asie","IRQ","Iraq","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.22,,
"ALL","Toutes les régions","IRQ","Iraq","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.22,,
"ASI","Asie","ISR","Israël","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"ALL","Toutes les régions","ISR","Israël","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"AME","Amériques","JAM","Jamaïque","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.59,,
"ALL","Toutes les régions","JAM","Jamaïque","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.59,,
"ASI","Asie","JOR","Jordanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.01,,
"ALL","Toutes les régions","JOR","Jordanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.01,,
"ASI","Asie","KAZ","Kazakhstan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.37,,
"ALL","Toutes les régions","KAZ","Kazakhstan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.37,,
"AFR","Afrique","KEN","Kenya","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.09,,
"ALL","Toutes les régions","KEN","Kenya","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.09,,
"ASI","Asie","KWT","Koweït","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
"ALL","Toutes les régions","KWT","Koweït","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
"ASI","Asie","KGZ","Kirghizistan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"ALL","Toutes les régions","KGZ","Kirghizistan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"ASI","Asie","LAO","République démocratique populaire lao","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.32,,
"ALL","Toutes les régions","LAO","République démocratique populaire lao","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.32,,
"EUR","Europe","LVA","Lettonie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.46,,
"ALL","Toutes les régions","LVA","Lettonie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.46,,
"ASI","Asie","LBN","Liban","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.08,,
"ALL","Toutes les régions","LBN","Liban","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.08,,
"AFR","Afrique","LSO","Lesotho","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.36,,
"ALL","Toutes les régions","LSO","Lesotho","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.36,,
"AFR","Afrique","LBR","Libéria","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"ALL","Toutes les régions","LBR","Libéria","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"EUR","Europe","LTU","Lituanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.39,,
"ALL","Toutes les régions","LTU","Lituanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.39,,
"EUR","Europe","MKD","Macédoine du Nord","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"ALL","Toutes les régions","MKD","Macédoine du Nord","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"AFR","Afrique","MDG","Madagascar","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.32,,
"ALL","Toutes les régions","MDG","Madagascar","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.32,,
"AFR","Afrique","MWI","Malawi","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.16,,
"ALL","Toutes les régions","MWI","Malawi","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.16,,
"ASI","Asie","MYS","Malaisie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"ALL","Toutes les régions","MYS","Malaisie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"ASI","Asie","MDV","Maldives","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"ALL","Toutes les régions","MDV","Maldives","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.2,,
"AFR","Afrique","MLI","Mali","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.18,,
"ALL","Toutes les régions","MLI","Mali","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.18,,
"EUR","Europe","MLT","Malte","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.29,,
"ALL","Toutes les régions","MLT","Malte","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.29,,
"AFR","Afrique","MUS","Maurice","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.31,,
"ALL","Toutes les régions","MUS","Maurice","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.31,,
"EUR","Europe","MDA","Moldova","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.42,,
"ALL","Toutes les régions","MDA","Moldova","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.42,,
"ASI","Asie","MNG","Mongolie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"ALL","Toutes les régions","MNG","Mongolie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"AFR","Afrique","MAR","Maroc","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.25,,
"ALL","Toutes les régions","MAR","Maroc","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.25,,
"AFR","Afrique","MOZ","Mozambique","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"ALL","Toutes les régions","MOZ","Mozambique","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"ASI","Asie","MMR","Myanmar","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"ALL","Toutes les régions","MMR","Myanmar","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"AFR","Afrique","NAM","Namibie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.4,,
"ALL","Toutes les régions","NAM","Namibie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.4,,
"ASI","Asie","NPL","Népal","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.19,,
"ALL","Toutes les régions","NPL","Népal","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.19,,
"AME","Amériques","NIC","Nicaragua","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"ALL","Toutes les régions","NIC","Nicaragua","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"AFR","Afrique","NGA","Nigéria","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.3,,
"ALL","Toutes les régions","NGA","Nigéria","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.3,,
"ASI","Asie","PSE","Autorité palestinienne ou Cisjordanie et bande de Gaza","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.16,,
"ALL","Toutes les régions","PSE","Autorité palestinienne ou Cisjordanie et bande de Gaza","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.16,,
"ASI","Asie","OMN","Oman","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.11,,
"ALL","Toutes les régions","OMN","Oman","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.11,,
"ASI","Asie","PAK","Pakistan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.03,,
"ALL","Toutes les régions","PAK","Pakistan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.03,,
"AME","Amériques","PAN","Panama","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.43,,
"ALL","Toutes les régions","PAN","Panama","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.43,,
"ASI","Asie","PNG","Papouasie-Nouvelle-Guinée","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.18,,
"ALL","Toutes les régions","PNG","Papouasie-Nouvelle-Guinée","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.18,,
"AME","Amériques","PRY","Paraguay","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"ALL","Toutes les régions","PRY","Paraguay","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"AME","Amériques","PER","Pérou","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.37,,
"ALL","Toutes les régions","PER","Pérou","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.37,,
"ASI","Asie","PHL","Philippines","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.51,,
"ALL","Toutes les régions","PHL","Philippines","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.51,,
"ASI","Asie","QAT","Qatar","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"ALL","Toutes les régions","QAT","Qatar","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"EUR","Europe","ROU","Roumanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.3,,
"ALL","Toutes les régions","ROU","Roumanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.3,,
"EUR","Europe","RUS","Russie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"ALL","Toutes les régions","RUS","Russie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"AFR","Afrique","RWA","Rwanda","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
"ALL","Toutes les régions","RWA","Rwanda","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
"ASI","Asie","WSM","Samoa","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.47,,
"ALL","Toutes les régions","WSM","Samoa","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.47,,
"AFR","Afrique","STP","Sao Tomé-et-Principe","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"ALL","Toutes les régions","STP","Sao Tomé-et-Principe","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.24,,
"ASI","Asie","SAU","Arabie saoudite","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.06,,
"ALL","Toutes les régions","SAU","Arabie saoudite","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.06,,
"AFR","Afrique","SEN","Sénégal","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.23,,
"ALL","Toutes les régions","SEN","Sénégal","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.23,,
"AFR","Afrique","SYC","Seychelles","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.47,,
"ALL","Toutes les régions","SYC","Seychelles","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.47,,
"AFR","Afrique","SLE","Sierra Leone","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"ALL","Toutes les régions","SLE","Sierra Leone","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.38,,
"ASI","Asie","SGP","Singapour","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"ALL","Toutes les régions","SGP","Singapour","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.34,,
"EUR","Europe","SVN","Slovénie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"ALL","Toutes les régions","SVN","Slovénie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"AFR","Afrique","ZAF","Afrique du Sud","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.32,,
"ALL","Toutes les régions","ZAF","Afrique du Sud","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.32,,
"ASI","Asie","LKA","Sri Lanka","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.25,,
"ALL","Toutes les régions","LKA","Sri Lanka","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.25,,
"ASI","Asie","SYR","République arabe syrienne","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.09,,
"ALL","Toutes les régions","SYR","République arabe syrienne","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.09,,
"ASI","Asie","TJK","Tadjikistan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"ALL","Toutes les régions","TJK","Tadjikistan","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"AFR","Afrique","TZA","Tanzanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.23,,
"ALL","Toutes les régions","TZA","Tanzanie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.23,,
"ASI","Asie","THA","Thaïlande","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.33,,
"ALL","Toutes les régions","THA","Thaïlande","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.33,,
"ASI","Asie","TLS","Timor-Leste","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.33,,
"ALL","Toutes les régions","TLS","Timor-Leste","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.33,,
"AFR","Afrique","TGO","Togo","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.28,,
"ALL","Toutes les régions","TGO","Togo","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.28,,
"AME","Amériques","TTO","Trinité-et-Tobago","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.44,,
"ALL","Toutes les régions","TTO","Trinité-et-Tobago","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.44,,
"AFR","Afrique","TUN","Tunisie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"ALL","Toutes les régions","TUN","Tunisie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"AFR","Afrique","UGA","Ouganda","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.25,,
"ALL","Toutes les régions","UGA","Ouganda","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.25,,
"EUR","Europe","UKR","Ukraine","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"ALL","Toutes les régions","UKR","Ukraine","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.41,,
"ASI","Asie","ARE","Émirats arabes unis","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"ALL","Toutes les régions","ARE","Émirats arabes unis","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.15,,
"AME","Amériques","URY","Uruguay","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"ALL","Toutes les régions","URY","Uruguay","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.35,,
"AME","Amériques","VEN","Venezuela","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.33,,
"ALL","Toutes les régions","VEN","Venezuela","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.33,,
"ASI","Asie","VNM","Viet Nam","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"ALL","Toutes les régions","VNM","Viet Nam","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.27,,
"ASI","Asie","YEM","Yémen","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.02,,
"ALL","Toutes les régions","YEM","Yémen","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.02,,
"AFR","Afrique","ZMB","Zambie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
"ALL","Toutes les régions","ZMB","Zambie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
"AFR","Afrique","ZWE","Zimbabwe","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.21,,
"ALL","Toutes les régions","ZWE","Zimbabwe","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.21,,
"EUR","Europe","SRB","Serbie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.31,,
"ALL","Toutes les régions","SRB","Serbie","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.31,,
"EUR","Europe","MNE","MontTnTgro","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.29,,
"ALL","Toutes les régions","MNE","MontTnTgro","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.29,,
"EUR","Europe","XKO","Kosovo","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
"ALL","Toutes les régions","XKO","Kosovo","AIC","Tous les groupes de revenu","RAPFR_WR_PRACT","Pratique","2019","2019",0.14,,
