1a - Average number of hours spent on domestic chores and care work  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Female,65 years old and over,All areas,-,4.02,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Female,15 to 24 years old,All areas,-,2.2999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Female,45 to 54 years old,All areas,-,3.9499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Female,55 to 64 years old,All areas,-,3.96,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Female,35 to 44 years old,All areas,-,4.95,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Female,25 to 34 years old,All areas,-,4.5799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Male,15 years old and over,All areas,-,2.37,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Male,65 years old and over,All areas,-,2.9500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Male,15 to 24 years old,All areas,-,1.3000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Male,45 to 54 years old,All areas,-,2.43,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Male,55 to 64 years old,All areas,-,2.55,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Male,35 to 44 years old,All areas,-,2.76,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2003,Male,25 to 34 years old,All areas,-,2.4100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Female,15 years old and over,All areas,-,3.75,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Female,65 years old and over,All areas,-,3.6700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Female,15 to 24 years old,All areas,-,2.3500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Female,45 to 54 years old,All areas,-,3.6799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Female,55 to 64 years old,All areas,-,3.81,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Female,35 to 44 years old,All areas,-,4.7200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Female,25 to 34 years old,All areas,-,4.2799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Male,15 years old and over,All areas,-,2.2600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Male,65 years old and over,All areas,-,2.64,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Male,15 to 24 years old,All areas,-,1.3000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Male,45 to 54 years old,All areas,-,2.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Male,55 to 64 years old,All areas,-,2.4499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Male,35 to 44 years old,All areas,-,2.6299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2008,Male,25 to 34 years old,All areas,-,2.2600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Female,15 years old and over,All areas,-,3.96,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Female,65 years old and over,All areas,-,3.8800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Female,15 to 24 years old,All areas,-,2.5399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Female,45 to 54 years old,All areas,-,4.0399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Female,55 to 64 years old,All areas,-,3.7999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Female,35 to 44 years old,All areas,-,4.8199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Female,25 to 34 years old,All areas,-,4.6300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Male,15 years old and over,All areas,-,2.3200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Male,65 years old and over,All areas,-,2.7199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Male,15 to 24 years old,All areas,-,1.3699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Male,45 to 54 years old,All areas,-,2.4499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Male,55 to 64 years old,All areas,-,2.6500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Male,35 to 44 years old,All areas,-,2.6599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2005,Male,25 to 34 years old,All areas,-,2.28,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Female,15 years old and over,All areas,-,3.8599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Female,65 years old and over,All areas,-,3.7999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Female,15 to 24 years old,All areas,-,2.13,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Female,45 to 54 years old,All areas,-,3.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Female,55 to 64 years old,All areas,-,4.1299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Female,35 to 44 years old,All areas,-,4.7800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Female,25 to 34 years old,All areas,-,4.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Male,15 years old and over,All areas,-,2.3899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Male,65 years old and over,All areas,-,2.7400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Male,15 to 24 years old,All areas,-,1.4200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Male,45 to 54 years old,All areas,-,2.58,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Male,55 to 64 years old,All areas,-,2.8300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Male,35 to 44 years old,All areas,-,2.61,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2007,Male,25 to 34 years old,All areas,-,2.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Female,15 years old and over,All areas,-,3.8200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Female,65 years old and over,All areas,-,3.8200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Female,15 to 24 years old,All areas,-,2.2999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Female,45 to 54 years old,All areas,-,3.8599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Female,55 to 64 years old,All areas,-,3.78,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Female,35 to 44 years old,All areas,-,4.7599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Female,25 to 34 years old,All areas,-,4.3399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Male,15 years old and over,All areas,-,2.34,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Male,65 years old and over,All areas,-,2.76,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Male,15 to 24 years old,All areas,-,1.35,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Male,45 to 54 years old,All areas,-,2.52,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Male,55 to 64 years old,All areas,-,2.5000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Male,35 to 44 years old,All areas,-,2.6899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2009,Male,25 to 34 years old,All areas,-,2.2999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Female,15 years old and over,All areas,-,3.6700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Female,65 years old and over,All areas,-,3.6700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Female,15 to 24 years old,All areas,-,2.4400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Female,45 to 54 years old,All areas,-,3.78,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Female,55 to 64 years old,All areas,-,3.5599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Female,35 to 44 years old,All areas,-,4.6000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Female,25 to 34 years old,All areas,-,4.0300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Male,15 years old and over,All areas,-,2.37,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Male,65 years old and over,All areas,-,2.76,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Male,15 to 24 years old,All areas,-,1.4500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Male,45 to 54 years old,All areas,-,2.4799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Male,55 to 64 years old,All areas,-,2.4700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Male,35 to 44 years old,All areas,-,2.9599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2010,Male,25 to 34 years old,All areas,-,2.2699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Female,15 years old and over,All areas,-,3.99,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Female,65 years old and over,All areas,-,3.8800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Female,15 to 24 years old,All areas,-,2.3800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Female,45 to 54 years old,All areas,-,4.0600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Female,55 to 64 years old,All areas,-,3.9400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Female,35 to 44 years old,All areas,-,4.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Female,25 to 34 years old,All areas,-,4.7599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Male,15 years old and over,All areas,-,2.3500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Male,65 years old and over,All areas,-,2.9899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Male,15 to 24 years old,All areas,-,1.2499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Male,45 to 54 years old,All areas,-,2.5900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Male,55 to 64 years old,All areas,-,2.52,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Male,35 to 44 years old,All areas,-,2.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2004,Male,25 to 34 years old,All areas,-,2.2300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Female,15 years old and over,All areas,-,3.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Female,65 years old and over,All areas,-,3.8599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Female,15 to 24 years old,All areas,-,2.4499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Female,45 to 54 years old,All areas,-,3.8200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Female,55 to 64 years old,All areas,-,3.69,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Female,35 to 44 years old,All areas,-,4.8199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Female,25 to 34 years old,All areas,-,4.71,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Male,15 years old and over,All areas,-,2.2999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Male,65 years old and over,All areas,-,2.9899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Male,15 to 24 years old,All areas,-,1.2499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Male,45 to 54 years old,All areas,-,2.46,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Male,55 to 64 years old,All areas,-,2.6200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Male,35 to 44 years old,All areas,-,2.5999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2006,Male,25 to 34 years old,All areas,-,2.1499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Female,15 years old and over,All areas,-,3.6499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Female,65 years old and over,All areas,-,3.5800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Female,15 to 24 years old,All areas,-,2.3200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Female,45 to 54 years old,All areas,-,3.78,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Female,55 to 64 years old,All areas,-,3.3100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Female,35 to 44 years old,All areas,-,4.8100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Female,25 to 34 years old,All areas,-,4.1299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Male,15 years old and over,All areas,-,2.3200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Male,65 years old and over,All areas,-,3.0799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Male,15 to 24 years old,All areas,-,1.2700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Male,45 to 54 years old,All areas,-,2.6299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Male,55 to 64 years old,All areas,-,2.4400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Male,35 to 44 years old,All areas,-,2.61,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2011,Male,25 to 34 years old,All areas,-,2.0500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Female,15 years old and over,All areas,-,3.6700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Female,65 years old and over,All areas,-,3.8800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Female,15 to 24 years old,All areas,-,2.1100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Female,45 to 54 years old,All areas,-,3.6199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Female,55 to 64 years old,All areas,-,3.63,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Female,35 to 44 years old,All areas,-,4.5799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Female,25 to 34 years old,All areas,-,4.1899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Male,15 years old and over,All areas,-,2.2399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Male,65 years old and over,All areas,-,2.79,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Male,15 to 24 years old,All areas,-,1.23,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Male,45 to 54 years old,All areas,-,2.2600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Male,55 to 64 years old,All areas,-,2.4799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Male,35 to 44 years old,All areas,-,2.5600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2012,Male,25 to 34 years old,All areas,-,2.2399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Female,15 years old and over,All areas,-,3.7399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Female,65 years old and over,All areas,-,3.7600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Female,15 to 24 years old,All areas,-,2.1400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Female,45 to 54 years old,All areas,-,3.8899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Female,55 to 64 years old,All areas,-,3.6799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Female,35 to 44 years old,All areas,-,4.6300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Female,25 to 34 years old,All areas,-,4.38,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Male,15 years old and over,All areas,-,2.3299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
