25 - Share of female science  technology  engineering and mathematics graduates at tertiary level

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage25 - Share of female science  technology  engineering and mathematics graduates at tertiary level
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,772,Tokelau,2007,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,772,Tokelau,1998,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,772,Tokelau,2001,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,772,Tokelau,2004,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,772,Tokelau,2002,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,1999,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,2003,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,2008,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,2000,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,1998,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,2001,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,2004,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,798,Tuvalu,2002,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,882,Samoa,1999,Female,36.71,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,882,Samoa,2000,Female,18.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Oceania,882,Samoa,1998,Female,36.36,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,24,Angola,1999,Female,37.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,24,Angola,2002,Female,40.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,24,Angola,2015,Female,38.42,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,108,Burundi,2010,Female,40.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,108,Burundi,2001,Female,0,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,108,Burundi,2004,Female,9.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,132,Cabo Verde,2016,Female,38.61,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,148,Chad,2000,Female,4.08,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,174,Comoros,1999,Female,36,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,174,Comoros,2000,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,204,Benin,2011,Female,19.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,204,Benin,2014,Female,18.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,204,Benin,2015,Female,54.88,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,1999,Female,10.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,2003,Female,12.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,2008,Female,16.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,2000,Female,7.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,2005,Female,10.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,2010,Female,17.32,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,2004,Female,14.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,231,Ethiopia,2002,Female,11.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,232,Eritrea,1999,Female,9.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,232,Eritrea,2003,Female,8.79,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,232,Eritrea,2000,Female,8.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,232,Eritrea,2004,Female,7.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,232,Eritrea,2002,Female,3.19,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,232,Eritrea,2015,Female,27.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,232,Eritrea,2016,Female,27.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,262,Djibouti,1999,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,270,Gambia,2004,Female,8.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,270,Gambia,2011,Female,49.79,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,270,Gambia,2012,Female,45.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,288,Ghana,2015,Female,20.83,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,288,Ghana,2016,Female,20.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,404,Kenya,2000,Female,19.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,404,Kenya,2001,Female,18.63,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,426,Lesotho,2012,Female,30.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,426,Lesotho,2015,Female,23.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,430,Liberia,2000,Female,57.55,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2008,Female,30.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2005,Female,31.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2007,Female,33.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2009,Female,28.72,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2010,Female,30.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2006,Female,35.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2014,Female,31.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,450,Madagascar,2015,Female,30.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,478,Mauritania,2016,Female,27.04,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2008,Female,21.11,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2005,Female,13.21,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2009,Female,21.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2004,Female,22.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2006,Female,15.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2012,Female,19.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2015,Female,21.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,508,Mozambique,2016,Female,23.12,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,516,Namibia,2003,Female,33.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,516,Namibia,2005,Female,40.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,516,Namibia,2001,Female,26.56,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,562,Niger,2001,Female,5.88,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,1999,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2003,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2008,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2000,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2005,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2007,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,1998,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2001,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2004,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2006,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,678,Sao Tome and Principe,2002,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,1999,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2003,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2008,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2000,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2005,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2007,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2009,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2010,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,1998,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2001,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2004,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2006,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2011,Female,26.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2002,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2012,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2015,Female,28.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,690,Seychelles,2016,Female,46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,694,Sierra Leone,2000,Female,58.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,710,South Africa,2014,Female,41.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,710,South Africa,2015,Female,41.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,716,Zimbabwe,2010,Female,20.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,716,Zimbabwe,2011,Female,26.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,716,Zimbabwe,2012,Female,26.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,716,Zimbabwe,2015,Female,28.79,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,729,Sudan,2012,Female,42.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,748,Swaziland,1999,Female,51.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,748,Swaziland,2000,Female,50,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,748,Swaziland,2005,Female,49.3,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,748,Swaziland,2001,Female,48.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,748,Swaziland,2006,Female,32,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,748,Swaziland,2002,Female,37.78,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,748,Swaziland,2015,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,800,Uganda,1999,Female,26.3,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,800,Uganda,2000,Female,16.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,800,Uganda,2004,Female,25.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,854,Burkina Faso,2011,Female,15.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Sub-Saharan Africa,854,Burkina Faso,2012,Female,18.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Latin America and the Caribbean,28,Antigua and Barbuda,2009,Female,34.21,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Latin America and the Caribbean,28,Antigua and Barbuda,2010,Female,70.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Latin America and the Caribbean,28,Antigua and Barbuda,2011,Female,75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
Share of female science  technology  engineering and mathematics graduates at tertiary level,Latin America and the Caribbean,28,Antigua and Barbuda,2012,Female,33.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:37:37,0,0,0,0,-,0
