1b - Average number of hours spent on unpaid domestic chores  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2005,Male,45 to 54 years old,All areas,-,2.1499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2005,Male,55 to 64 years old,All areas,-,2.52,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2005,Male,35 to 44 years old,All areas,-,2.01,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2005,Male,25 to 34 years old,All areas,-,1.6699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Female,15 years old and over,All areas,-,3.1399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Female,65 years old and over,All areas,-,3.6799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Female,15 to 24 years old,All areas,-,1.7500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Female,45 to 54 years old,All areas,-,3.4699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Female,55 to 64 years old,All areas,-,3.9499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Female,35 to 44 years old,All areas,-,3.3199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Female,25 to 34 years old,All areas,-,2.82,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Male,15 years old and over,All areas,-,2.0599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Male,65 years old and over,All areas,-,2.6599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Male,15 to 24 years old,All areas,-,1.3099992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Male,45 to 54 years old,All areas,-,2.2699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Male,55 to 64 years old,All areas,-,2.6899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Male,35 to 44 years old,All areas,-,1.9399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2007,Male,25 to 34 years old,All areas,-,1.83,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Female,15 years old and over,All areas,-,3.12,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Female,65 years old and over,All areas,-,3.75,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Female,15 to 24 years old,All areas,-,1.89,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Female,45 to 54 years old,All areas,-,3.4300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Female,55 to 64 years old,All areas,-,3.63,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Female,35 to 44 years old,All areas,-,3.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Female,25 to 34 years old,All areas,-,2.6599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Male,15 years old and over,All areas,-,1.9699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Male,65 years old and over,All areas,-,2.6899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Male,15 to 24 years old,All areas,-,1.17,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Male,45 to 54 years old,All areas,-,2.1799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Male,55 to 64 years old,All areas,-,2.4100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Male,35 to 44 years old,All areas,-,1.92,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2009,Male,25 to 34 years old,All areas,-,1.65,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Female,15 years old and over,All areas,-,3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Female,65 years old and over,All areas,-,3.5899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Female,15 to 24 years old,All areas,-,1.8400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Female,45 to 54 years old,All areas,-,3.3199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Female,55 to 64 years old,All areas,-,3.4300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Female,35 to 44 years old,All areas,-,3.2500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Female,25 to 34 years old,All areas,-,2.5999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Male,15 years old and over,All areas,-,2.04,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Male,65 years old and over,All areas,-,2.6899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Male,15 to 24 years old,All areas,-,1.35,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Male,45 to 54 years old,All areas,-,2.19,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Male,55 to 64 years old,All areas,-,2.3599992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Male,35 to 44 years old,All areas,-,2.1700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2010,Male,25 to 34 years old,All areas,-,1.6900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Female,15 years old and over,All areas,-,3.2299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Female,65 years old and over,All areas,-,3.78,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Female,15 to 24 years old,All areas,-,1.8499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Female,45 to 54 years old,All areas,-,3.5800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Female,55 to 64 years old,All areas,-,3.7300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Female,35 to 44 years old,All areas,-,3.48,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Female,25 to 34 years old,All areas,-,3.0199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Male,15 years old and over,All areas,-,1.9900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Male,65 years old and over,All areas,-,2.8600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Male,15 to 24 years old,All areas,-,1.1200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Male,45 to 54 years old,All areas,-,2.2600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Male,55 to 64 years old,All areas,-,2.3800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Male,35 to 44 years old,All areas,-,1.9399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2004,Male,25 to 34 years old,All areas,-,1.6999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Female,15 years old and over,All areas,-,3.1900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Female,65 years old and over,All areas,-,3.7399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Female,15 to 24 years old,All areas,-,1.9000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Female,45 to 54 years old,All areas,-,3.42,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Female,55 to 64 years old,All areas,-,3.4999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Female,35 to 44 years old,All areas,-,3.5200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Female,25 to 34 years old,All areas,-,3.0700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Male,15 years old and over,All areas,-,1.9699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Male,65 years old and over,All areas,-,2.8399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Male,15 to 24 years old,All areas,-,1.14,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Male,45 to 54 years old,All areas,-,2.1400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Male,55 to 64 years old,All areas,-,2.49,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Male,35 to 44 years old,All areas,-,1.9399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2006,Male,25 to 34 years old,All areas,-,1.65,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Female,15 years old and over,All areas,-,2.9800008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Female,65 years old and over,All areas,-,3.5200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Female,15 to 24 years old,All areas,-,1.8100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Female,45 to 54 years old,All areas,-,3.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Female,55 to 64 years old,All areas,-,3.1699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Female,35 to 44 years old,All areas,-,3.42,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Female,25 to 34 years old,All areas,-,2.6200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Male,15 years old and over,All areas,-,1.9900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Male,65 years old and over,All areas,-,3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Male,15 to 24 years old,All areas,-,1.1500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Male,45 to 54 years old,All areas,-,2.2399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Male,55 to 64 years old,All areas,-,2.2900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Male,35 to 44 years old,All areas,-,1.9099992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2011,Male,25 to 34 years old,All areas,-,1.5400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Female,15 years old and over,All areas,-,3.0100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Female,65 years old and over,All areas,-,3.75,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Female,15 to 24 years old,All areas,-,1.5799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Female,45 to 54 years old,All areas,-,3.18,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Female,55 to 64 years old,All areas,-,3.45,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Female,35 to 44 years old,All areas,-,3.24,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Female,25 to 34 years old,All areas,-,2.7700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Male,15 years old and over,All areas,-,1.89,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Male,65 years old and over,All areas,-,2.6899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Male,15 to 24 years old,All areas,-,1.0300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Male,45 to 54 years old,All areas,-,1.92,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Male,55 to 64 years old,All areas,-,2.37,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Male,35 to 44 years old,All areas,-,1.8199992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2012,Male,25 to 34 years old,All areas,-,1.62,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Female,15 years old and over,All areas,-,3.0499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Female,65 years old and over,All areas,-,3.66,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Female,15 to 24 years old,All areas,-,1.6900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Female,45 to 54 years old,All areas,-,3.3499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Female,55 to 64 years old,All areas,-,3.45,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Female,35 to 44 years old,All areas,-,3.2200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Female,25 to 34 years old,All areas,-,2.85,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Male,15 years old and over,All areas,-,1.9699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Male,65 years old and over,All areas,-,2.6299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Male,15 to 24 years old,All areas,-,1.1500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Male,45 to 54 years old,All areas,-,2.0899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Male,55 to 64 years old,All areas,-,2.34,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Male,35 to 44 years old,All areas,-,1.9900008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2013,Male,25 to 34 years old,All areas,-,1.7200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Female,15 years old and over,All areas,-,3.0100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Female,65 years old and over,All areas,-,3.5899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Female,15 to 24 years old,All areas,-,1.9399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Female,45 to 54 years old,All areas,-,3.2500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Female,55 to 64 years old,All areas,-,3.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Female,35 to 44 years old,All areas,-,3.15,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Female,25 to 34 years old,All areas,-,2.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Male,15 years old and over,All areas,-,1.98,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Male,65 years old and over,All areas,-,2.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Male,15 to 24 years old,All areas,-,0.9799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Male,45 to 54 years old,All areas,-,2.2000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Male,55 to 64 years old,All areas,-,2.34,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Male,35 to 44 years old,All areas,-,1.98,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2014,Male,25 to 34 years old,All areas,-,1.74,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Female,15 years old and over,All areas,-,3.1099992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Female,65 years old and over,All areas,-,3.69,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Female,15 to 24 years old,All areas,-,1.7299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Female,45 to 54 years old,All areas,-,3.5299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Female,55 to 64 years old,All areas,-,3.42,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Female,35 to 44 years old,All areas,-,3.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Female,25 to 34 years old,All areas,-,2.8600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Male,15 years old and over,All areas,-,2.0299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Male,65 years old and over,All areas,-,2.73,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Male,15 to 24 years old,All areas,-,1.2400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Male,45 to 54 years old,All areas,-,2.1400008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Male,55 to 64 years old,All areas,-,2.49,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Male,35 to 44 years old,All areas,-,1.8700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2015,Male,25 to 34 years old,All areas,-,1.74,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2016,Female,15 years old and over,All areas,-,3.1300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,840,United States of America,2016,Female,65 years old and over,All areas,-,3.8899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
