13 - Gender gap in wages  by occupation  age and persons with disabilities

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Legislators  senior officials and managers (isco-88),16.9,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Professionals (isco-88),11.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Technicians and associate professionals (isco-88),7.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Clerks (isco-88),6.3,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Service workers and shop and market sales workers (isco-88),4.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Skilled agricultural and fishery workers (isco-88),4.6,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Craft and related trades workers (isco-88),5.1,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Plant and machine operators and assemblers (isco-88),4.9,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Elementary occupations (isco-88),3.8,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2006,Both sexes,-,-,Not elsewhere classified (isco-88),4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,All occupations (isco-88),5.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Armed forces (isco-88),6.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Legislators  senior officials and managers (isco-88),9.9,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Professionals (isco-88),9.6,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Technicians and associate professionals (isco-88),6.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Clerks (isco-88),5.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Service workers and shop and market sales workers (isco-88),3.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Craft and related trades workers (isco-88),3.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Plant and machine operators and assemblers (isco-88),3.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Elementary occupations (isco-88),3.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Female,-,-,Not elsewhere classified (isco-88),3.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,All occupations (isco-88),5.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Armed forces (isco-88),7.3,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Legislators  senior officials and managers (isco-88),10,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Professionals (isco-88),11,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Technicians and associate professionals (isco-88),6.8,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Clerks (isco-88),5.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Service workers and shop and market sales workers (isco-88),4.6,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Craft and related trades workers (isco-88),4.3,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Plant and machine operators and assemblers (isco-88),4.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Elementary occupations (isco-88),3.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Male,-,-,Not elsewhere classified (isco-88),3.6,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,All occupations (isco-88),5.6,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Armed forces (isco-88),7.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Legislators  senior officials and managers (isco-88),10,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Professionals (isco-88),10.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Technicians and associate professionals (isco-88),6.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Clerks (isco-88),5.3,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Service workers and shop and market sales workers (isco-88),4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Craft and related trades workers (isco-88),4.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Plant and machine operators and assemblers (isco-88),4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Elementary occupations (isco-88),3.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2002,Both sexes,-,-,Not elsewhere classified (isco-88),3.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,All occupations (isco-08),8.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Managers (isco-08),17.8,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Professionals (isco-08),11.5,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Technicians and associate professionals (isco-08),9.3,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Clerical support workers (isco-08),7.9,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Service and sales workers (isco-08),5.8,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Skilled agricultural  forestry and fishery workers (isco-08),6.1,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Craft and related trades workers (isco-08),5.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Plant and machine operators  and assemblers (isco-08),5.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Female,-,-,Elementary occupations (isco-08),4.9,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,All occupations (isco-08),9.1,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Managers (isco-08),20.3,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Professionals (isco-08),13.8,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Technicians and associate professionals (isco-08),10.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Clerical support workers (isco-08),7.7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Service and sales workers (isco-08),6.3,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Skilled agricultural  forestry and fishery workers (isco-08),6.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Craft and related trades workers (isco-08),7.1,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Plant and machine operators  and assemblers (isco-08),7.2,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Male,-,-,Elementary occupations (isco-08),5.9,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,All occupations (isco-08),8.8,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Managers (isco-08),19.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Professionals (isco-08),12.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Technicians and associate professionals (isco-08),10,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Clerical support workers (isco-08),7.8,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Service and sales workers (isco-08),6,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Skilled agricultural  forestry and fishery workers (isco-08),6.1,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Craft and related trades workers (isco-08),7,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Plant and machine operators  and assemblers (isco-08),6.9,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,705,Slovenia,2014,Both sexes,-,-,Elementary occupations (isco-08),5.4,-,-,Current local currency,Country data,-,Local currency: SVN - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,All occupations (isco-08),10.4,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Managers (isco-08),19.9,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Professionals (isco-08),16.1,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Technicians and associate professionals (isco-08),11.6,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Clerical support workers (isco-08),9.1,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Service and sales workers (isco-08),7.8,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Skilled agricultural  forestry and fishery workers (isco-08),8.2,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Craft and related trades workers (isco-08),8.1,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Plant and machine operators  and assemblers (isco-08),8,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Female,-,-,Elementary occupations (isco-08),7.1,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,All occupations (isco-08),12.4,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
