5 - Proportion of employed who are contributing family workers  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of employed who are contributing family workers  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2015,Both sexes,0.33,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2016,Female,0.42,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2016,Male,0.33,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2016,Both sexes,0.37,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2017,Female,0.43,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2017,Male,0.31,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2017,Both sexes,0.36,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1999,Female,0.14,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1999,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1999,Both sexes,0.1,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2003,Female,0.13,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2003,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2003,Both sexes,0.09,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2008,Female,0.11,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2008,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2008,Both sexes,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2000,Female,0.14,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2000,Male,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2000,Both sexes,0.1,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2005,Female,0.12,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2005,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2005,Both sexes,0.09,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2007,Female,0.13,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2007,Male,0.05,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2007,Both sexes,0.09,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2009,Female,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2009,Male,0.05,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2009,Both sexes,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2010,Female,0.1,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2010,Male,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2010,Both sexes,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1996,Female,0.2,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1996,Male,0.1,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1996,Both sexes,0.14,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1998,Female,0.15,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1998,Male,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1998,Both sexes,0.11,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2001,Female,0.14,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2001,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2001,Both sexes,0.1,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2004,Female,0.12,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2004,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2004,Both sexes,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2006,Female,0.11,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2006,Male,0.04,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2006,Both sexes,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1995,Female,0.18,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1995,Male,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1995,Both sexes,0.12,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2011,Female,0.1,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2011,Male,0.05,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2011,Both sexes,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1997,Female,0.19,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1997,Male,0.09,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,1997,Both sexes,0.13,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2002,Female,0.12,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2002,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2002,Both sexes,0.09,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2012,Female,0.09,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2012,Male,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2012,Both sexes,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2013,Female,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2013,Male,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2013,Both sexes,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2014,Female,0.08,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2014,Male,0.04,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2014,Both sexes,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2015,Female,0.09,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2015,Male,0.05,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2015,Both sexes,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2016,Female,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2016,Male,0.04,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2016,Both sexes,0.06,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2017,Female,0.07,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2017,Male,0.04,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,840,United States of America,2017,Both sexes,0.05,-,-,Country data,National,Age coverage - minimum age: 16 years old,Repository: ILO-STATISTICS - Micro data processing,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2003,Female,7.23,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2003,Male,7.24,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2003,Both sexes,7.24,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2008,Female,7.98,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2008,Male,4.7,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2008,Both sexes,5.22,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2005,Female,7.31,-,-,Country data,National,Break in series: Methodology revised,0,0,0,0,-,Data reference period: Average of 2 monthly points
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2005,Male,7.22,-,-,Country data,National,Break in series: Methodology revised,0,0,0,0,-,Data reference period: Average of 2 monthly points
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2005,Both sexes,7.24,-,-,Country data,National,Break in series: Methodology revised,0,0,0,0,-,Data reference period: Average of 2 monthly points
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2009,Female,5.32,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2009,Male,4.95,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2009,Both sexes,4.99,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2010,Female,8.48,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2010,Male,3.37,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2010,Both sexes,4.15,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2001,Female,6.09,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2001,Male,8.82,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2001,Both sexes,8.44,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2004,Female,13.63,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2004,Male,7.06,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2004,Both sexes,8.2,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2011,Female,2.18,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2011,Male,2.09,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2011,Both sexes,2.1,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Fourth quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2013,Female,2.94,-,-,Country data,National,Break in series: Methodology revised,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2013,Male,1.98,-,-,Country data,National,Break in series: Methodology revised,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2013,Both sexes,2.14,-,-,Country data,National,Break in series: Methodology revised,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2014,Female,1.63,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2014,Male,1.61,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,12,Algeria,2014,Both sexes,1.61,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,1999,Female,54.91,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,1999,Male,21.4,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,1999,Both sexes,31.3,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2003,Female,52.48,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2003,Male,21.58,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2003,Both sexes,29.71,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2008,Female,48.6,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2008,Male,15.04,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2008,Both sexes,24.05,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2000,Female,5.47,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Urban areas only
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2000,Male,5.47,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Urban areas only
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2000,Both sexes,5.47,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Urban areas only
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2005,Female,55.69,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2005,Male,22.79,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2005,Both sexes,31.66,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2007,Female,51.82,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2007,Male,16.53,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2007,Both sexes,26.12,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2009,Female,49.82,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2009,Male,15.63,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2009,Both sexes,24.74,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2010,Female,48.49,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2010,Male,14.08,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2010,Both sexes,23.27,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,1998,Female,50.89,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,1998,Male,16.36,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,1998,Both sexes,27.7,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2001,Female,5.07,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Urban areas only
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2001,Male,5.63,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2001,Both sexes,5.51,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Urban areas only
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2004,Female,56.1,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2004,Male,23.05,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2004,Both sexes,32.03,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2006,Female,55.34,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2006,Male,17.02,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2006,Both sexes,27.42,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2011,Female,49.45,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2011,Male,13.17,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2011,Both sexes,22.71,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2002,Female,52.47,-,-,Country data,National,Age coverage - minimum age: Less than or equal to 9 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2002,Male,22.25,-,-,Country data,National,Age coverage - minimum age: Less than or equal to 9 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2002,Both sexes,29.85,-,-,Country data,National,Age coverage - minimum age: Less than or equal to 9 years old,0,0,0,0,-,Data reference period: Annual or annual average
